"","Monitoring_Location_ID","Activity_ID","Characteristic_Name","Organization_ID","Project_ID","Activity_Type","Activity_Start_Date","Laboratory_Name","Result_Value_Type","Result_Value","Subject_Taxonomic_Name","Activity_Media","Sample_Collection_Method_ID","Detection_Limit_Unit","Detection_Limit_Value","Characteristic_Name_abr","Mass_g","Length_cm","n","Sum_PFAS","Waterbody","Location_ID","Region","Latitude","Longitude","pct_PFAS","Year","Month"
"115","BYN0007","2021FTC_BYNU_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.231,"PFHpA",83.2,166.8,5,13.061,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0,2021,10
"118","BYN0007","2021FTC_BYNU_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.231,"PFOA",83.2,166.8,5,13.061,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0,2021,10
"119","BYN0007","2021FTC_BYNU_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",1.17,"Lepomis gibbosus","Tissue","SP-003","ng/g",0.233,"PFTrDA",38,126,5,13.269,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0.0881754465295049,2021,10
"120","BYN0007","2021FTC_BYNU_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",1.11,"Lepomis auritus","Tissue","SP-003","ng/g",0.231,"PFODA",83.2,166.8,5,13.061,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0.084985835694051,2021,10
"123","BYN0007","2021FTC_BYNU_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",1.01,"Lepomis gibbosus","Tissue","SP-003","ng/g",0.233,"PFTeDA",38,126,5,13.269,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0.0761172658075213,2021,10
"124","BYN0007","2021FTC_BYNU_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.463,"EtFOSA",83.2,166.8,5,13.061,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0,2021,10
"125","BYN0007","2021FTC_BYNU_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-12,"Alpha Analytical","Actual",0,"Lepomis gibbosus","Tissue","SP-003","ng/g",0.233,"PFHpA",38,126,5,13.269,"Bynum Run","Route 7","Metro","39 28.301","76 16.028",0,2021,10
"127","CON0005","2022FTC_CONC_B","fluorotelomer sulfonate 4:2","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.372,"4:2 FTSA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"128","CON0005","2022FTC_CONC_B","perfluorovaleric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.153,"PFPeA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"129","CON0005","2022FTC_CONC_A","heptafluorobutyric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.177,"PFBA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"130","CON0005","2022FTC_CONC_B","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.363,"6:2 FTSA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"131","CON0005","2022FTC_CONC_A","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.345,"6:2 FTSA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"132","CON0005","2022FTC_CONC_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.153,"PFHxS",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"133","CON0005","2022FTC_CONC_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.186,"PFOA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"134","CON0005","2022FTC_CONC_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.153,"PFHpA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"135","CON0005","2022FTC_CONC_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0.695,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.344,"PFDA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0.0272549019607843,2022,9
"136","CON0005","2022FTC_CONC_B","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.153,"PFPeS",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"138","CON0005","2022FTC_CONC_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",24.8,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.186,"PFOS",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0.972549019607843,2022,9
"139","CON0005","2022FTC_CONC_B","perfluorononanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.153,"PFNA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"140","CON0005","2022FTC_CONC_A","fluorotelomer sulfonate 4:2","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.354,"4:2 FTSA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"141","CON0005","2022FTC_CONC_A","perfluorovaleric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.146,"PFPeA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"142","CON0005","2022FTC_CONC_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.186,"PFHxA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"143","CON0005","2022FTC_CONC_B","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.172,"PFHps",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"147","CON0005","2022FTC_CONC_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.146,"PFHpA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"148","CON0005","2022FTC_CONC_B","heptafluorobutyric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.186,"PFBA",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"150","CON0005","2022FTC_CONC_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",2.21,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.177,"PFOS",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",1,2022,9
"152","CON0005","2022FTC_CONC_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Micropterus dolomieui","Tissue","SP-003","ng/g",0.153,"PFBS",511.33,34.5,3,25.5,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"153","CON0005","2022FTC_CONC_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.146,"PFHxS",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"154","CON0005","2022FTC_CONC_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.146,"PFBS",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"155","CON0005","2022FTC_CONC_A","perfluorononanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.146,"PFNA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"157","CON0005","2022FTC_CONC_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.327,"PFDA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"159","CON0005","2022FTC_CONC_A","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.146,"PFPeS",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"160","CON0005","2022FTC_CONC_A","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.164,"PFHps",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"161","CON0005","2022FTC_CONC_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.177,"PFOA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"165","CON0005","2022FTC_CONC_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-21,"GEL Laboratories","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.177,"PFHxA",1294,52.4,5,2.21,"Conococheague Ck","Route 68","Western","39 16.189","77 49.313",0,2022,9
"197","GUN0476","2021FTC_GUNP_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFHxA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"198","GUN0476","2021FTC_GUNP_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.44,"EtFOSA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"199","GUN0476","2021FTC_GUNP_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFODA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"200","GUN0476","2021FTC_GUNP_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFTrDA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"201","GUN0476","2021FTC_GUNP_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFBS",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"202","GUN0476","2021FTC_GUNP_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.456,"EtFOSA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"203","GUN0476","2021FTC_GUNP_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFBS",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"204","GUN0476","2021FTC_GUNP_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFHpA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"206","GUN0476","2021FTC_GUNP_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFHxS",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"208","GUN0476","2021FTC_GUNP_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFUnA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"209","GUN0476","2021FTC_GUNP_A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFNA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"210","GUN0476","2021FTC_GUNP_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFOA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"211","GUN0476","2021FTC_GUNP_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFNA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"214","GUN0476","2021FTC_GUNP_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFHpA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"215","GUN0476","2021FTC_GUNP_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFDA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"216","GUN0476","2021FTC_GUNP_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.456,"NMeFOSA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"218","GUN0476","2021FTC_GUNP_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",5.27,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFOS",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",1,2021,10
"222","GUN0476","2021FTC_GUNP_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFTeDA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"223","GUN0476","2021FTC_GUNP_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",4.13,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFOS",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0.939490445859873,2021,10
"225","GUN0476","2021FTC_GUNP_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFHxS",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"226","GUN0476","2021FTC_GUNP_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFUnA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"227","GUN0476","2021FTC_GUNP_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFHxA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"228","GUN0476","2021FTC_GUNP_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.44,"NMeFOSA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"229","GUN0476","2021FTC_GUNP_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0.266,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFDA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0.0605095541401274,2021,10
"231","GUN0476","2021FTC_GUNP_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFODA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"232","GUN0476","2021FTC_GUNP_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFTrDA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"233","GUN0476","2021FTC_GUNP_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.228,"PFOA",33.2,126,5,5.27,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"237","GUN0476","2021FTC_GUNP_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-18,"Alpha Analytical","Actual",0,"Catostomus commersoni","Tissue","SP-003","ng/g",0.22,"PFTeDA",155.2,250.6,5,4.396,"Gunpowder Falls","Gunpowder Road Bridge","Metro","39 41.355","76 46.847",0,2021,10
"240","GWN0115","2021FTC_GWYN_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-21,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.244,"PFHxS",98.2,178.6,5,15.283,"Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602",0,2021,10
"242","GWN0115","2021FTC_GWYN_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-21,"Alpha Analytical","Actual",8.82,"Lepomis auritus","Tissue","SP-003","ng/g",0.244,"PFOS",98.2,178.6,5,15.283,"Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602",0.577111823594844,2021,10
"244","GWN0115","2021FTC_GWYN_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-21,"Alpha Analytical","Actual",0,"Lepomis auritus","Tissue","SP-003","ng/g",0.244,"PFHxA",98.2,178.6,5,15.283,"Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602",0,2021,10
"248","GWN0115","2021FTC_GWYN_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-21,"Alpha Analytical","Actual",0,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.483,"EtFOSA",78.2,166,5,13.374,"Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602",0,2021,10
"250","GWN0115","2021FTC_GWYN_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-21,"Alpha Analytical","Actual",1.41,"Lepomis auritus","Tissue","SP-003","ng/g",0.244,"PFODA",98.2,178.6,5,15.283,"Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602",0.09225937315972,2021,10
"251","GWN0115","2021FTC_GWYN_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-10-21,"Alpha Analytical","Actual",1.05,"Ambloplites rupestris","Tissue","SP-003","ng/g",0.242,"PFTrDA",78.2,166,5,13.374,"Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602",0.0785105428443248,2021,10
